make,price,year,kilometer,fuel type,transmission,color,owner,seller type,engine,seating capacity,fuel tank capacity
Honda,835000,2018,42855,Petrol,Manual,Brown,First,Individual,1497.0,5.0,40.0
Renault,960000,2018,24000,Diesel,Manual,Brown,First,Individual,1461.0,5.0,50.0
Maruti Suzuki,540000,2019,34000,Petrol,Manual,White,First,Individual,998.0,5.0,35.0
Kia,1475000,2022,9500,Petrol,Manual,White,First,Individual,1497.0,5.0,50.0
Jaguar,3600000,2014,32000,Diesel,Automatic,Brown,Second,Individual,2993.0,5.0,83.0
Hyundai,1175000,2018,97000,Diesel,Manual,White,First,Individual,1582.0,5.0,43.0
Hyundai,475000,2014,72900,Petrol,Automatic,Blue,Second,Individual,1591.0,5.0,43.0
Audi,9900000,2021,28000,Petrol,Automatic,Silver,First,Individual,2995.0,5.0,85.0
Maruti Suzuki,650000,2022,6000,Petrol,Manual,White,First,Individual,1197.0,5.0,37.0
BMW,6100000,2021,24500,Diesel,Automatic,Red,First,Corporate,2993.0,5.0,68.0
Hyundai,370000,2013,41000,Petrol,Automatic,White,First,Individual,1197.0,5.0,35.0
Honda,875000,2018,50000,Petrol,Manual,Silver,First,Individual,1497.0,5.0,40.0
Maruti Suzuki,695000,2018,66000,Diesel,Automatic,Red,First,Individual,1248.0,5.0,37.0
Tata,2275000,2022,38000,Diesel,Automatic,Black,First,Individual,1956.0,5.0,50.0
Jeep,2700000,2021,17000,Petrol,Automatic,Blue,First,Individual,1368.0,5.0,60.0
Hyundai,545000,2014,74000,Diesel,Manual,Grey,First,Individual,1582.0,5.0,43.0
Maruti Suzuki,540000,2021,22000,Petrol,Manual,White,First,Individual,1692.5755432036383,5.0,32.0
Skoda,1099000,2018,20690,Petrol,Automatic,Red,First,Individual,1598.0,5.0,55.0
Hyundai,1125000,2019,40000,Diesel,Manual,White,First,Individual,1582.0,5.0,43.0
Hyundai,1299000,2018,50000,Petrol,Automatic,White,First,Individual,1591.0,5.0,60.0
BMW,1600000,2013,70000,Diesel,Automatic,White,Second,Individual,1995.0,5.0,52.00220966084276
BMW,10800000,2021,20000,Petrol,Automatic,Red,First,Individual,2998.0,5.0,83.0
Maruti Suzuki,1190000,2020,47248,Petrol,Automatic,Blue,First,Individual,1462.0,6.0,45.0
Tata,795000,2021,9000,Petrol,Automatic,Brown,First,Individual,1199.0,5.0,35.0
Hyundai,459999,2013,78000,Diesel,Manual,White,Second,Individual,1582.0,5.0,43.0
Audi,3400000,2018,51000,Diesel,Automatic,Red,First,Individual,1968.0,5.0,75.0
Hyundai,1050000,2018,34841,Petrol,Manual,White,First,Individual,1591.0,5.0,55.0
Hyundai,385000,2014,46000,Petrol,Manual,Maroon,First,Individual,1197.0,5.0,45.0
Honda,585000,2015,61000,Diesel,Manual,Grey,First,Individual,1498.0,5.0,40.0
Audi,1650000,2014,55000,Diesel,Automatic,White,First,Individual,1968.0,5.0,50.0
Maruti Suzuki,625000,2020,58736,Petrol,Manual,Blue,First,Individual,1197.0,5.0,42.0
Maruti Suzuki,910000,2019,34000,Petrol,Manual,Blue,First,Individual,1462.0,5.0,43.0
Mahindra,1275000,2018,47000,Diesel,Manual,White,First,Individual,2179.0,7.0,70.0
Hyundai,585000,2017,47000,Petrol,Manual,Grey,First,Individual,1197.0,5.0,45.0
Mahindra,1035000,2017,79000,Diesel,Manual,Green,First,Individual,2498.0,7.0,60.0
Hyundai,1075000,2021,12020,Petrol,Automatic,White,First,Individual,1197.0,5.0,37.0
Hyundai,1650000,2020,7000,Diesel,Manual,White,First,Individual,1493.0,5.0,50.0
Audi,1575000,2014,15000,Diesel,Automatic,Red,First,Individual,1968.0,5.0,63.0
BMW,1950000,2014,82000,Diesel,Automatic,White,Second,Individual,1995.0,5.0,67.0
BMW,6390000,2022,6000,Diesel,Automatic,Grey,First,Individual,1995.0,5.0,65.0
Hyundai,1080000,2019,68000,Diesel,Manual,White,First,Individual,1396.0,5.0,60.0
Audi,5500000,2017,24000,Diesel,Automatic,White,First,Individual,2967.0,7.0,75.0
Hyundai,1080000,2020,56000,Diesel,Manual,Blue,First,Individual,1493.0,5.0,45.0
Mahindra,800000,2015,25000,Diesel,Manual,Grey,First,Corporate,2179.0,7.0,70.0
Datsun,335000,2017,34000,Petrol,Manual,Brown,First,Individual,1198.0,7.0,35.0
Hyundai,1185000,2021,10700,Petrol,Manual,White,First,Individual,998.0,5.0,45.0
Hyundai,894999,2021,25000,Petrol,Automatic,White,First,Individual,1197.0,5.0,37.0
Honda,650000,2019,54000,Petrol,Automatic,White,Second,Individual,1199.0,5.0,35.0
Hyundai,550000,2014,75000,Diesel,Manual,Maroon,First,Individual,1396.0,5.0,45.0
Maruti Suzuki,550000,2016,88000,Diesel,Manual,Blue,First,Individual,1248.0,5.0,37.0
Audi,1650000,2016,139000,Diesel,Automatic,White,Second,Individual,1968.0,5.0,64.0
Skoda,1600000,2022,1300,Petrol,Manual,Red,First,Individual,999.0,5.0,50.0
Hyundai,1175000,2019,20000,Petrol,Manual,Black,First,Individual,1591.0,5.0,43.0
Mitsubishi,1995000,2018,122000,Diesel,Automatic,Silver,First,Individual,2477.0,7.0,70.0
Hyundai,575000,2016,38000,Diesel,Manual,Silver,First,Individual,1396.0,5.0,45.0
MG,1975000,2021,18500,Diesel,Manual,Red,First,Individual,1956.0,5.0,60.0
Hyundai,1625000,2022,27800,Diesel,Manual,White,First,Individual,1493.0,5.0,50.0
Maruti Suzuki,695000,2019,46027,Petrol,Manual,Blue,First,Individual,1197.0,5.0,42.0
Toyota,875000,2018,23148,Petrol,Automatic,Red,First,Individual,1496.0,5.0,42.0
Skoda,1495000,2017,28000,Petrol,Automatic,Grey,First,Individual,1798.0,5.0,50.0
Maruti Suzuki,725000,2019,11874,Petrol,Automatic,White,First,Individual,1197.0,5.0,37.0
Hyundai,875000,2017,50000,Petrol,Manual,Silver,First,Individual,1591.0,5.0,60.0
BMW,2250000,2014,88000,Diesel,Automatic,Black,Third,Individual,1995.0,5.0,52.00220966084276
Ford,2350000,2016,75000,Diesel,Automatic,White,Second,Individual,2198.0,7.0,80.0
BMW,2690000,2019,15500,Diesel,Automatic,Blue,First,Individual,1995.0,5.0,57.0
Maruti Suzuki,695000,2016,82445,Diesel,Manual,Grey,Second,Individual,1248.0,5.0,43.0
Honda,600000,2014,75574,Petrol,Manual,Others,Second,Individual,1497.0,5.0,40.0
Maruti Suzuki,375000,2015,64000,CNG,Manual,Silver,First,Individual,998.0,5.0,35.0
Hyundai,315000,2012,75000,Petrol,Manual,White,First,Individual,1197.0,5.0,35.0
Ford,775000,2019,14095,Petrol,Manual,White,First,Individual,1499.0,5.0,52.0
Audi,3075000,2017,17000,Diesel,Automatic,White,First,Individual,1968.0,5.0,75.0
Renault,415000,2014,70000,Diesel,Manual,White,First,Individual,1461.0,5.0,50.0
Maruti Suzuki,765000,2017,68000,Diesel,Manual,Grey,First,Individual,1248.0,7.0,45.0
Maruti Suzuki,520000,2018,40000,Petrol,Manual,Grey,Second,Individual,1197.0,5.0,42.0
Jaguar,3900000,2015,39000,Diesel,Automatic,Black,First,Individual,2993.0,5.0,83.0
Hyundai,850000,2016,72000,Diesel,Manual,Red,First,Individual,1582.0,5.0,60.0
Maruti Suzuki,969999,2016,39000,Diesel,Manual,Blue,First,Individual,1248.0,7.0,45.0
Maruti Suzuki,575000,2016,62000,Diesel,Manual,Blue,First,Individual,1248.0,5.0,37.0
Ford,3900000,2021,41086,Diesel,Automatic,White,Second,Individual,1996.0,7.0,80.0
BMW,1395000,2013,65000,Diesel,Automatic,Black,Second,Individual,1995.0,5.0,57.0
Skoda,1625000,2021,7900,Petrol,Automatic,Silver,First,Individual,999.0,5.0,50.0
Kia,1499000,2021,22000,Diesel,Automatic,Red,First,Individual,1493.0,5.0,45.0
Volkswagen,2050000,2018,73000,Diesel,Automatic,White,Second,Individual,1968.0,5.0,71.0
Skoda,1300000,2016,55000,Petrol,Automatic,Grey,Second,Individual,1798.0,5.0,50.0
Skoda,3199000,2019,6900,Diesel,Automatic,Grey,First,Individual,1968.0,5.0,66.0
Maruti Suzuki,450000,2017,65000,Petrol,Manual,Grey,First,Individual,1197.0,5.0,42.0
Honda,675000,2015,48000,Diesel,Manual,White,First,Individual,1498.0,7.0,42.0
Maruti Suzuki,280000,2018,48000,Petrol,Manual,Silver,Second,Individual,796.0,5.0,35.0
Maruti Suzuki,425000,2018,18000,Petrol,Manual,Grey,First,Individual,998.0,5.0,35.0
Rolls-Royce,20000000,2011,27000,Petrol,Automatic,Blue,Third,Individual,6592.0,5.0,82.5
Mercedes-Benz,1250000,2012,78000,Diesel,Automatic,White,First,Individual,2143.0,5.0,66.0
Hyundai,1175000,2014,87938,Diesel,Automatic,White,Second,Individual,2199.0,7.0,64.0
Hyundai,545000,2019,43000,CNG,Manual,Silver,First,Individual,1086.0,5.0,60.0
Mercedes-Benz,495000,2008,95200,Diesel,Automatic,Grey,First,Corporate,2148.0,5.0,66.0
Maruti Suzuki,500000,2016,26000,Petrol,Manual,White,First,Individual,1197.0,5.0,42.0
Maruti Suzuki,390000,2015,70000,Petrol,Automatic,White,First,Individual,998.0,5.0,35.0
Maruti Suzuki,575000,2019,31000,CNG,Manual,Grey,First,Individual,998.0,5.0,60.0
BMW,2100000,2014,103000,Diesel,Automatic,Black,Second,Individual,1995.0,5.0,52.00220966084276
Hyundai,250000,2012,54556,Petrol,Manual,White,First,Individual,1197.0,5.0,35.0
Maruti Suzuki,685000,2019,74000,Petrol,Manual,Blue,First,Individual,1197.0,5.0,37.0
Renault,320000,2016,64000,Petrol,Manual,Silver,First,Individual,799.0,5.0,28.0
Maruti Suzuki,620000,2016,85000,Diesel,Manual,White,Second,Individual,1598.0,5.0,48.0
Maruti Suzuki,600000,2018,54000,Petrol,Manual,White,First,Individual,1197.0,5.0,42.0
Jeep,1750000,2019,57000,Petrol,Automatic,Silver,First,Individual,1368.0,5.0,60.0
Land Rover,4950000,2018,38000,Diesel,Automatic,White,First,Individual,1999.0,7.0,65.0
Hyundai,1015000,2015,68566,Diesel,Automatic,White,First,Individual,1582.0,5.0,60.0
Toyota,390000,2009,68195,Petrol,Manual,White,First,Individual,1794.0,5.0,55.0
Maruti Suzuki,755000,2017,57000,Petrol,Manual,White,First,Individual,1373.0,5.0,43.0
Hyundai,1825000,2021,45000,Petrol,Automatic,White,First,Individual,1353.0,5.0,50.0
Maruti Suzuki,416000,2014,60116,Petrol,Automatic,Grey,First,Individual,998.0,5.0,35.0
Maruti Suzuki,325000,2010,82202,Diesel,Manual,White,Second,Individual,1248.0,5.0,43.0
Maruti Suzuki,218000,2008,51000,Petrol,Manual,Gold,Second,Individual,1061.0,5.0,35.0
Mercedes-Benz,2800000,2018,24000,Diesel,Automatic,Red,First,Individual,2143.0,5.0,52.00220966084276
Maruti Suzuki,650000,2017,86000,Diesel,Manual,White,First,Individual,1248.0,5.0,43.0
Honda,790000,2018,41000,Diesel,Manual,Silver,First,Individual,1498.0,5.0,40.0
Honda,540000,2015,76000,Diesel,Manual,Red,First,Individual,1498.0,5.0,40.0
Maruti Suzuki,375000,2011,120000,Diesel,Manual,Silver,First,Individual,1248.0,5.0,42.0
BMW,3990000,2021,12500,Petrol,Automatic,White,First,Individual,1998.0,5.0,51.0
Porsche,10900000,2018,6300,Petrol,Automatic,Grey,First,Corporate,1988.0,2.0,54.0
Maruti Suzuki,245000,2009,114000,Petrol,Manual,Gold,First,Individual,1298.0,5.0,43.0
Maruti Suzuki,260000,2015,25862,Petrol,Manual,Blue,First,Individual,998.0,5.0,35.0
Skoda,3200000,2018,35000,Diesel,Automatic,White,First,Individual,1692.5755432036383,7.0,63.0
Ford,240000,2010,72000,Diesel,Manual,White,First,Individual,1399.0,5.0,45.0
Hyundai,800000,2015,90000,Diesel,Manual,Silver,First,Individual,1582.0,5.0,60.0
Honda,745000,2016,38000,Petrol,Manual,Silver,First,Individual,1497.0,5.0,40.0
Mercedes-Benz,7390000,2021,7000,Diesel,Automatic,Grey,First,Individual,1950.0,5.0,80.0
BMW,5900000,2017,83985,Diesel,Automatic,White,Second,Individual,2993.0,5.0,52.00220966084276
Honda,675000,2019,74237,Petrol,Manual,White,First,Individual,1199.0,5.0,35.0
BMW,2650000,2018,53000,Diesel,Automatic,Blue,Second,Individual,1995.0,5.0,63.0
Maruti Suzuki,340000,2016,52303,Petrol,Manual,Grey,First,Commercial Registration,796.0,5.0,35.0
Maruti Suzuki,620000,2019,42356,Petrol,Manual,Red,First,Individual,1197.0,5.0,37.0
Maruti Suzuki,297000,2013,84000,Diesel,Manual,White,First,Individual,1248.0,5.0,50.0
Toyota,500000,2016,114000,Diesel,Manual,Grey,First,Individual,1364.0,5.0,45.0
Hyundai,1149000,2019,26894,Petrol,Automatic,Black,First,Individual,1591.0,5.0,45.0
Mercedes-Benz,2650000,2017,70000,Diesel,Automatic,Brown,Second,Individual,2143.0,5.0,66.0
Toyota,1375000,2012,98352,Diesel,Manual,White,First,Individual,2982.0,7.0,80.0
Hyundai,235000,2009,107000,Petrol,Manual,Grey,Third,Individual,1086.0,5.0,35.0
BMW,2280000,2014,68000,Diesel,Automatic,Blue,First,Individual,1995.0,5.0,52.00220966084276
Toyota,3090000,2017,52000,Diesel,Automatic,White,First,Individual,2755.0,7.0,80.0
Lexus,4375000,2017,31059,Petrol,Automatic,Brown,First,Individual,2494.0,5.0,65.0
Maruti Suzuki,749000,2017,114000,Diesel,Manual,Grey,First,Individual,1598.0,5.0,48.0
BMW,4800000,2017,35000,Diesel,Automatic,Black,First,Individual,2993.0,7.0,52.00220966084276
Mahindra,785000,2017,44000,Diesel,Manual,White,First,Individual,1493.0,7.0,60.0
Hyundai,750000,2017,72000,Diesel,Manual,Maroon,First,Individual,1396.0,5.0,45.0
Mercedes-Benz,4150000,2019,8000,Diesel,Automatic,Blue,First,Individual,1950.0,5.0,66.0
Maruti Suzuki,320000,2014,54000,Petrol,Manual,White,First,Individual,998.0,5.0,35.0
Mercedes-Benz,1750000,2015,99000,Diesel,Automatic,White,Second,Individual,2143.0,5.0,50.0
Mahindra,944999,2019,88000,Diesel,Manual,White,First,Individual,1493.0,7.0,60.0
Land Rover,27500000,2020,11000,Diesel,Automatic,White,Second,Individual,2993.0,4.0,105.0
Ford,4100000,2021,19000,Diesel,Automatic,White,First,Individual,1996.0,7.0,80.0
MG,1750000,2021,33000,Petrol,Automatic,Black,First,Individual,1451.0,5.0,60.0
Maruti Suzuki,811000,2018,44153,Diesel,Manual,White,First,Individual,1248.0,7.0,45.0
Land Rover,6900000,2020,32368,Diesel,Automatic,White,First,Individual,2179.0,7.0,65.0
Hyundai,725000,2016,42000,Diesel,Manual,White,First,Individual,1582.0,5.0,43.0
Jaguar,4600000,2020,56000,Diesel,Automatic,Blue,First,Individual,1999.0,5.0,66.0
Tata,1485000,2020,10000,Electric,Automatic,Blue,First,Individual,1692.5755432036383,5.0,52.00220966084276
Land Rover,19300000,2019,63000,Diesel,Automatic,Black,First,Individual,2993.0,5.0,105.0
Hyundai,650000,2017,49422,Petrol,Automatic,Silver,First,Individual,1197.0,5.0,43.0
MG,1925000,2021,19000,Petrol,Automatic,Silver,First,Corporate,1451.0,6.0,60.0
Honda,590000,2015,75258,Petrol,Automatic,White,First,Individual,1497.0,5.0,40.0
Hyundai,495000,2019,46000,CNG,Manual,Silver,First,Individual,1086.0,5.0,60.0
Maruti Suzuki,695000,2016,68921,Diesel,Manual,Red,First,Individual,1248.0,5.0,37.0
Hyundai,799000,2018,79800,Diesel,Manual,Grey,First,Individual,1582.0,5.0,43.0
Volkswagen,325000,2013,53000,Petrol,Manual,Red,Second,Individual,1198.0,5.0,45.0
Mahindra,1190000,2018,59000,Diesel,Manual,White,First,Individual,2179.0,7.0,60.0
Jaguar,5800000,2017,30000,Diesel,Automatic,White,First,Individual,2993.0,5.0,77.0
Maruti Suzuki,140000,2009,65000,Petrol,Manual,Silver,Third,Individual,796.0,5.0,35.0
Maruti Suzuki,750000,2021,58000,Petrol,Manual,White,First,Individual,1197.0,5.0,37.0
Mercedes-Benz,2600000,2014,94000,Diesel,Automatic,White,First,Individual,2997.0,5.0,70.0
Maruti Suzuki,299000,2017,45000,CNG,Manual,Silver,First,Individual,796.0,5.0,35.0
Toyota,3470000,2018,62152,Diesel,Automatic,Silver,First,Individual,2755.0,7.0,80.0
Hyundai,1075000,2019,28000,Petrol,Automatic,Blue,First,Individual,998.0,5.0,45.0
Hyundai,650000,2019,15000,Petrol,Automatic,Silver,First,Individual,1197.0,5.0,43.0
Honda,425000,2014,53610,Petrol,Manual,White,Second,Individual,1198.0,5.0,35.0
Nissan,445000,2014,75000,Diesel,Manual,White,First,Individual,1461.0,5.0,50.0
Maruti Suzuki,1225000,2022,16000,Petrol,Manual,Grey,First,Individual,1462.0,6.0,45.0
Audi,1350000,2015,60000,Diesel,Automatic,Black,First,Individual,1968.0,5.0,50.0
Volkswagen,345000,2011,101923,Petrol,Manual,White,Second,Individual,1692.5755432036383,5.0,52.00220966084276
Mercedes-Benz,1450000,2014,45000,Diesel,Automatic,White,First,Individual,2143.0,5.0,66.0
Toyota,2749000,2017,120000,Diesel,Automatic,White,First,Individual,2755.0,7.0,80.0
Hyundai,141000,2009,56400,Petrol,Manual,Silver,Third,Individual,1086.0,5.0,35.0
Hyundai,1375000,2017,70000,Diesel,Automatic,White,First,Individual,1582.0,5.0,60.0
Toyota,1825000,2016,82567,Diesel,Manual,White,First,Individual,2393.0,7.0,55.0
Audi,4900000,2015,32000,Diesel,Automatic,Blue,First,Individual,2967.0,4.0,90.0
Honda,525000,2015,68244,Diesel,Manual,Silver,Second,Individual,1498.0,5.0,40.0
Audi,3300000,2014,25000,Diesel,Automatic,Brown,Second,Individual,2967.0,6.0,100.0
Hyundai,405000,2018,34000,Petrol,Manual,Red,First,Individual,814.0,5.0,32.0
Audi,2550000,2017,36000,Diesel,Automatic,Blue,First,Individual,1968.0,5.0,64.0
Honda,875000,2019,36000,Petrol,Manual,Bronze,First,Individual,1497.0,5.0,40.0
Maruti Suzuki,355000,2014,68005,Petrol,Manual,White,First,Individual,1197.0,5.0,42.0
Ford,925000,2018,74797,Diesel,Manual,White,First,Individual,1498.0,5.0,52.0
Land Rover,6500000,2021,12000,Diesel,Automatic,White,First,Individual,1999.0,5.0,57.0
Hyundai,625000,2019,31000,Petrol,Manual,White,First,Individual,1197.0,5.0,45.0
Datsun,425000,2020,7520,Petrol,Manual,Red,First,Individual,999.0,5.0,28.0
Hyundai,550000,2015,58078,Petrol,Manual,Silver,Second,Individual,1197.0,5.0,43.0
Volkswagen,434999,2014,79081,Diesel,Manual,Grey,First,Individual,1598.0,5.0,55.0
Mercedes-Benz,5900000,2018,28000,Diesel,Automatic,White,First,Individual,2987.0,5.0,93.0
Mercedes-Benz,3500000,2017,72000,Diesel,Automatic,White,First,Individual,2143.0,5.0,66.0
Hyundai,1750000,2022,23000,Petrol,Automatic,White,First,Individual,1353.0,5.0,50.0
Chevrolet,475000,2012,74000,Diesel,Automatic,White,First,Individual,1991.0,7.0,65.0
Hyundai,425000,2015,11628,Petrol,Manual,Black,First,Individual,1197.0,5.0,43.0
Ford,675000,2017,81323,Diesel,Manual,Silver,First,Individual,1498.0,5.0,52.0
Maruti Suzuki,675000,2016,50000,Diesel,Manual,Grey,First,Individual,1248.0,5.0,48.0
Toyota,1725000,2016,145000,Diesel,Manual,White,First,Individual,2393.0,7.0,55.0
Audi,1760000,2017,48000,Petrol,Automatic,White,First,Individual,1798.0,5.0,50.0
Maruti Suzuki,730000,2017,80000,Diesel,Manual,Yellow,First,Individual,1248.0,5.0,48.0
Maruti Suzuki,301000,2011,28513,Petrol,Manual,Others,First,Individual,1197.0,5.0,42.0
Maruti Suzuki,275000,2011,42000,LPG,Manual,White,Second,Individual,998.0,5.0,28.0
Ford,225000,2013,87000,Diesel,Manual,Grey,First,Individual,1399.0,5.0,45.0
Hyundai,185000,2012,55700,Petrol,Manual,Silver,Second,Individual,814.0,5.0,32.0
Maruti Suzuki,285000,2017,45600,Petrol,Manual,White,First,Individual,796.0,5.0,35.0
Volkswagen,350000,2013,78000,Diesel,Manual,White,Second,Individual,1598.0,5.0,55.0
Rolls-Royce,20000000,2012,55000,Petrol,Automatic,White,Third,Individual,6592.0,5.0,82.5
Mercedes-Benz,12900000,2021,3000,Diesel,Automatic,White,First,Individual,2925.0,7.0,90.0
Skoda,1650000,2017,52458,Petrol,Automatic,Black,First,Individual,1798.0,5.0,66.0
Maruti Suzuki,265000,2017,30000,CNG,Manual,White,First,Individual,796.0,5.0,35.0
Tata,395000,2017,46992,Petrol,Manual,White,First,Individual,1199.0,5.0,35.0
Honda,500000,2016,54440,Petrol,Manual,Silver,First,Individual,1199.0,5.0,40.0
Mahindra,2770000,2019,32000,Diesel,Automatic,Black,First,Individual,2157.0,7.0,70.0
Mercedes-Benz,2450000,2015,103000,Diesel,Automatic,White,First,Individual,2143.0,5.0,70.0
Audi,3125000,2020,28600,Petrol,Automatic,White,First,Individual,1798.0,5.0,63.0
Kia,2950000,2020,72000,Diesel,Automatic,White,First,Individual,2199.0,7.0,60.0
Maruti Suzuki,620000,2016,64906,Diesel,Manual,Grey,First,Individual,1248.0,7.0,45.0
Mercedes-Benz,2250000,2016,79000,Diesel,Automatic,Red,First,Individual,2143.0,5.0,50.0
Maruti Suzuki,565000,2017,64000,Petrol,Manual,Brown,First,Individual,1373.0,5.0,43.0
Hyundai,550000,2018,56000,Petrol,Manual,Grey,First,Individual,1197.0,5.0,43.0
Hyundai,178000,2007,85000,Petrol,Manual,Silver,Second,Individual,1086.0,5.0,35.0
Mahindra,1550000,2022,12000,Diesel,Manual,White,First,Individual,2179.0,7.0,60.0
Maruti Suzuki,711000,2018,67900,Diesel,Manual,Red,First,Individual,1248.0,5.0,48.0
Tata,375000,2018,48144,Petrol,Manual,Grey,First,Individual,1199.0,5.0,35.0
BMW,4475000,2021,7100,Diesel,Automatic,Orange,First,Individual,1995.0,5.0,63.0
Porsche,9100000,2022,9000,Petrol,Automatic,Blue,First,Individual,1984.0,5.0,65.0
Maruti Suzuki,245000,2016,64000,Petrol,Manual,Silver,First,Individual,998.0,5.0,35.0
Honda,690000,2016,38000,Diesel,Manual,Brown,First,Individual,1498.0,5.0,40.0
Toyota,944999,2016,65321,Diesel,Manual,White,First,Individual,2494.0,8.0,55.0
Mercedes-Benz,1350000,2014,80000,Petrol,Automatic,White,Third,Individual,1595.0,4.0,50.0
Maruti Suzuki,850000,2018,37093,Diesel,Manual,Red,First,Individual,1248.0,5.0,48.0
Volkswagen,1200000,2021,37230,Petrol,Manual,Grey,First,Individual,999.0,5.0,55.0
Maruti Suzuki,329000,2014,76116,Petrol,Automatic,Red,First,Individual,998.0,5.0,35.0
Honda,300000,2010,83359,Petrol,Manual,White,First,Individual,1799.0,5.0,50.0
Audi,1150000,2013,30000,Diesel,Automatic,Silver,Second,Individual,1692.5755432036383,5.0,52.00220966084276
BMW,4900000,2018,38000,Diesel,Automatic,Blue,First,Individual,2993.0,5.0,65.0
Hyundai,465000,2019,28000,CNG,Manual,White,First,Individual,1086.0,5.0,60.0
Skoda,2350000,2018,14120,Petrol,Automatic,Brown,First,Individual,1798.0,5.0,66.0
Hyundai,250000,2014,25000,Petrol,Manual,White,First,Individual,814.0,5.0,32.0
MG,1950000,2020,28584,Petrol,Automatic,Black,First,Individual,1451.0,6.0,60.0
BMW,2975000,2015,87000,Diesel,Automatic,Blue,First,Individual,2993.0,7.0,52.00220966084276
Land Rover,3800000,2017,50000,Diesel,Automatic,White,First,Individual,1999.0,5.0,57.0
Maruti Suzuki,330000,2017,63200,CNG,Manual,Grey,First,Individual,998.0,4.0,60.0
Hyundai,409999,2014,55000,Petrol,Manual,Silver,First,Individual,1197.0,5.0,43.0
Ford,575000,2019,71569,Diesel,Manual,White,First,Individual,1498.0,5.0,40.0
Hyundai,270000,2012,41200,Petrol,Manual,Silver,First,Individual,1197.0,5.0,35.0
Mahindra,434999,2013,117000,Diesel,Manual,White,First,Individual,2179.0,8.0,60.0
Maruti Suzuki,465000,2014,65000,Petrol,Manual,White,Second,Individual,1197.0,5.0,42.0
BMW,6800000,2022,33000,Diesel,Automatic,White,First,Individual,1995.0,5.0,67.0
Hyundai,350000,2011,21000,Petrol,Manual,Red,First,Individual,1197.0,5.0,35.0
Hyundai,900000,2020,23000,Petrol,Manual,Brown,First,Individual,998.0,5.0,45.0
Maruti Suzuki,595000,2016,26357,Petrol,Manual,Grey,First,Individual,1197.0,5.0,42.0
Hyundai,1260000,2018,33500,Petrol,Automatic,White,First,Individual,1591.0,5.0,60.0
Tata,530000,2020,5923,Diesel,Manual,White,First,Commercial Registration,1248.0,5.0,44.0
Maruti Suzuki,599000,2015,72000,Diesel,Manual,Silver,First,Individual,1248.0,7.0,45.0
Mahindra,1595000,2018,54154,Diesel,Automatic,Red,Second,Individual,2179.0,7.0,70.0
Volvo,1798999,2017,14000,Diesel,Automatic,Blue,First,Individual,1984.0,5.0,60.0
Maruti Suzuki,636000,2021,35500,Petrol,Manual,White,First,Individual,1197.0,5.0,37.0
Hyundai,950000,2018,63000,Diesel,Manual,White,First,Individual,1396.0,5.0,60.0
Maruti Suzuki,800000,2017,52836,Diesel,Manual,Blue,First,Individual,1598.0,5.0,48.0
Maruti Suzuki,434000,2017,50000,Petrol,Automatic,White,First,Individual,998.0,5.0,35.0
Hyundai,625000,2016,72114,Diesel,Manual,White,First,Individual,1396.0,5.0,45.0
Maruti Suzuki,245000,2015,72000,CNG,Manual,Silver,Second,Individual,796.0,5.0,35.0
Mercedes-Benz,3100000,2019,24000,Petrol,Automatic,Red,First,Individual,1991.0,5.0,50.0
Audi,1490000,2012,42000,Diesel,Automatic,Brown,First,Individual,1968.0,5.0,65.0
BMW,6000000,2018,27600,Diesel,Automatic,Blue,First,Individual,2993.0,5.0,65.0
Maruti Suzuki,295000,2015,31000,Petrol,Manual,White,First,Individual,998.0,5.0,35.0
Maruti Suzuki,450000,2018,32000,Petrol,Manual,White,Second,Individual,1196.0,7.0,40.0
Toyota,1989999,2018,55000,Diesel,Manual,Gold,First,Individual,2393.0,7.0,55.0
Lexus,3900000,2017,31059,Petrol,Automatic,Bronze,First,Individual,2494.0,5.0,65.0
Honda,635000,2016,72200,Diesel,Manual,Brown,First,Individual,1498.0,5.0,40.0
Tata,575000,2013,72000,Diesel,Manual,White,Second,Individual,2179.0,7.0,55.0
Maruti Suzuki,590000,2016,77000,Diesel,Manual,Silver,First,Individual,1598.0,5.0,48.0
Honda,1199000,2020,26497,Petrol,Manual,White,Second,Individual,1497.0,5.0,40.0
Hyundai,380000,2013,57000,Petrol,Automatic,White,First,Individual,1197.0,5.0,35.0
Audi,975000,2012,56000,Diesel,Automatic,White,Second,Individual,1692.5755432036383,5.0,52.00220966084276
Maruti Suzuki,365000,2015,20100,Petrol,Automatic,Red,First,Individual,998.0,5.0,35.0
Audi,1000000,2010,67000,Petrol,Automatic,Silver,Second,Individual,1798.0,5.0,63.0
Mahindra,1800000,2021,14500,Diesel,Manual,Grey,First,Individual,2184.0,4.0,57.0
Hyundai,245000,2011,41000,Petrol,Manual,Red,First,Individual,1692.5755432036383,5.0,52.00220966084276
Kia,1275000,2021,30000,Diesel,Automatic,White,First,Individual,1493.0,5.0,50.0
Mercedes-Benz,7000000,2020,19000,Petrol,Automatic,White,First,Individual,2996.0,4.0,66.0
Mahindra,955000,2016,110000,Diesel,Automatic,Black,First,Individual,1997.0,7.0,70.0
Mahindra,630000,2015,115339,Diesel,Manual,White,Second,Individual,1493.0,7.0,60.0
Audi,4475000,2020,18000,Diesel,Automatic,White,Second,Individual,1968.0,5.0,70.0
